#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Col_cuticle_N        PF01484.15    50 ScereE               -            534       6.4    6.8   6.6   1   2       1.9   1.5e+04   -4.0   1.2     9    22   191   204   189   210 0.76 Nematode cuticle collagen N-terminal domain
Col_cuticle_N        PF01484.15    50 ScereE               -            534       6.4    6.8   6.6   2   2   6.3e-05      0.51   10.3   0.4     1    23   452   474   452   482 0.93 Nematode cuticle collagen N-terminal domain
COX1                 PF00115.18   426 DhansA               -            533  1.1e-136  456.0  58.5   1   1    8e-141  1.3e-136  455.8  58.5     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 YlipoB               -            535  2.7e-137  458.0  60.4   1   1    2e-141  3.3e-137  457.7  60.4     1   426    18   465    18   465 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LnothA               -            534  7.8e-142  473.0  56.9   1   1  5.7e-146  9.3e-142  472.7  56.9     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 YlipoA               -            535  3.6e-138  460.9  61.6   1   1  2.7e-142  4.4e-138  460.6  61.6     1   426    18   465    18   465 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CtheaA               -            531    7e-136  453.3  58.9   1   1    1e-139  8.5e-136  453.1  58.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 CtheaA               -            531       1.7    8.3   6.1   1   1   0.00073       5.9    6.6   6.1     2    18   344   360   343   360 0.94 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 AgossA               -            535  1.4e-131  439.1  47.5   1   1  2.2e-135  1.8e-131  438.8  47.5     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 AgossA               -            535      0.38   10.4   5.9   1   1   0.00018       1.5    8.5   5.9     1    18   342   359   342   359 0.95 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 MingeA               -            555    5e-126  420.9  54.7   1   1  8.5e-130  1.4e-125  419.4  54.7     1   426    21   480    21   480 0.95 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 ScastA               -            534  7.3e-142  473.1  54.8   1   1  1.1e-145  8.6e-142  472.8  54.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
ERGIC_N              PF13850.4     91 ScastA               -            534      0.66   10.2   2.3   1   2      0.36     3e+03   -1.5   0.2    25    44   335   354   323   365 0.69 Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
ERGIC_N              PF13850.4     91 ScastA               -            534      0.66   10.2   2.3   2   2   0.00017       1.4    9.2   0.2    18    56   454   492   448   509 0.84 Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
COX1                 PF00115.18   426 CmaltA               -            532    7e-135  450.0  59.5   1   1    1e-138  8.3e-135  449.8  59.5     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 CmaltA               -            532       1.7    8.3   6.1   1   1   0.00073         6    6.5   6.1     2    18   344   360   343   360 0.94 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 KmarxA               -            534  3.2e-145  484.1  55.8   1   1  2.3e-149  3.8e-145  483.9  55.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
#
# Program:         hmmscan
# Version:         3.1b1 (May 2013)
# Pipeline mode:   SCAN
# Query file:      data/outnew/yeast/result/cox1/cox1.fasta
# Target file:     data/pfam/Pfam-A.hmm
# Option settings: hmmscan -o data/outnew/yeast/result/cox1/cox1-domains.out --domtblout data/outnew/yeast/result/cox1/cox1-domains.tab data/pfam/Pfam-A.hmm data/outnew/yeast/result/cox1/cox1.fasta 
# Current dir:     /home/manu/Documents/Projects/Programmation/GithubRepos/CoreTracker
# Date:            Fri Jul  8 18:12:09 2016
# [ok]
